"FTR","GKPP","CKPP","STKPP","Form","Streak","WeightedStreak","GD","OverallDiff","Diff_Score"
"A",-1.34787223904754,-2.8794009225014,-1.50299566515583,-0.899670576293252,-0.356919013742506,0.154701894445793,-0.972447953414493,-1.63813912013004,-0.183292844142528
"H",0.634759319918601,0.773759023339653,0.349713477287257,0.459783636160793,-0.146223019797698,-0.241427913797104,0.492938896448678,0.633382955483923,0.186766111474548
"H",-0.951345927254315,-1.10218797587602,-0.527885590185784,-1.46164725536579,-1.62109497741136,-2.02401205089014,-0.713850274026875,-0.605629085760058,-0.947247433266486
"H",-0.554819615461086,0.675024970749354,-0.527885590185784,0.0651179531467686,-0.356919013742506,-0.637557722039999,0.105042377367251,-0.605629085760058,-1.33349790600456
"H",1.22954878760844,1.26742928629115,1.81237858974233,1.57820133907676,1.53934493176078,1.80524276212453,0.363640056754869,1.66589298985391,-1.27614385436623
"H",0.0399698522287576,0.971227128520251,0.83726851477228,-0.33888709642032,-0.567615007687316,-0.835622626161449,-0.0242564623265586,0.220378941735929,-2.61051480133949
"H",1.62607509940167,-1.39839013364692,0.349713477287257,0.345303531934508,1.32864893781597,0.484810067981539,0.363640056754869,0.0138769348619326,0.211007070271571
"A",-1.14960908315093,-0.312315555153633,-1.01544062767081,-0.989207918229301,-0.567615007687316,-0.703579356747151,-0.800049500489414,-1.63813912013004,0.79558963276771
"H",1.22954878760844,1.26742928629115,1.03229052976629,1.55122018189544,1.11795294387116,1.14502641505304,0.837735802298836,2.0788970036019,0.780616720918072
"D",-0.158293303667857,0.181354707797861,-0.722907605179793,-0.570401109246967,-0.778311001632127,-1.09970916499005,0.0188431509047112,-1.01863309950805,-0.155100854168027
"D",0.634759319918601,0.872493075929952,-0.0403305527007605,-0.135070511008118,-0.356919013742506,0.0226586250314934,0.19124160382979,-0.605629085760058,0.976810529901974
"H",0.436496164021987,0.280088760388159,0.739757507275275,0.34214337706702,0.69656095598154,0.088680259738643,0.320540443523599,0.633382955483923,0.663383062544426
"A",0.0399698522287576,0.675024970749354,0.642246499778271,0.091377258064879,-0.356919013742506,-0.109384644382805,-0.0673560755578283,-1.01863309950805,0.0148087440711937
"A",-0.158293303667857,-0.608517712924529,-0.23535256769477,0.681178472297557,0.90725694992635,0.748896606810137,-0.412152981407986,0.220378941735929,1.62893954396623
"H",0.0399698522287576,0.378822812978458,0.0571804547962436,1.01052789458474,1.11795294387116,1.40911295388163,0.967034641992646,2.0788970036019,-0.67760089877092
"H",0.238233008125372,-0.50978366033423,0.0571804547962436,0.484674153836114,0.0644729741471116,0.41878843327439,0.751536575836297,0.220378941735929,-0.758726603362199
"H",-1.14960908315093,-0.312315555153633,0.642246499778271,-0.0916469453734563,-0.567615007687316,-0.703579356747151,-0.196654915251638,0.426880948609926,1.15511949650302
"A",0.436496164021987,0.872493075929952,0.349713477287257,0.878488961781762,-0.146223019797698,0.814918241517285,0.27744083029233,0.633382955483923,0.415718671625807
"H",0.0399698522287576,0.181354707797861,0.252202469790252,-0.133507400441919,-0.778311001632127,-0.505514452625702,-0.325953754945447,0.0138769348619326,-1.16469474519985
"A",0.0399698522287576,-1.20092202846632,-0.332863575191775,-0.101756191685355,-0.146223019797698,0.41878843327439,0.105042377367251,-0.192625072012064,0.903660433298488
"A",0.0399698522287576,-1.20092202846632,-0.137841560197766,-0.128683940081694,-0.146223019797698,-0.241427913797104,0.14814199059852,-0.399127078886061,-0.702805941478902
"H",1.03128563171183,1.56363144406204,1.42233455975431,0.253692717328068,1.32864893781597,1.14502641505304,0.320540443523599,1.04638696923192,0.614620093947432
"H",0.436496164021987,-0.312315555153633,-1.01544062767081,-0.549586204457874,-1.19970298952174,-1.2977740691115,-0.196654915251638,-1.22513510638205,-0.853455158264957
"D",1.03128563171183,-0.411049607743931,1.12980153726329,-0.690497747974026,-0.356919013742506,-0.505514452625702,-0.196654915251638,-0.605629085760058,0.542546030271005
"A",-0.158293303667857,-0.608517712924529,-0.917929620173802,-0.931440668904362,-0.567615007687316,-1.0336875302829,-0.498352207870526,-1.43163711325605,0.40786912208889
"D",-0.356556459564471,-0.608517712924529,0.544735492281266,0.429681895196305,0.485864962036729,0.088680259738643,0.0619427641359809,0.83988496235792,1.23648927198965
"D",0.0399698522287576,-1.69459229141781,-0.625396597682788,0.355445091748909,-0.146223019797698,0.35276679856724,-0.369053368176717,0.426880948609926,-0.00367595868976305
"H",-0.356556459564471,-0.213581502563334,-0.527885590185784,-0.194076223031219,-0.356919013742506,-0.0433630096756557,0.363640056754869,-0.812131092634055,0.117636259660639
"A",-0.356556459564471,-0.50978366033423,-0.820418612676797,-1.30459959127666,-0.989006995576934,-1.0336875302829,-0.498352207870526,-0.605629085760058,-1.25009817630398
"A",0.0399698522287576,-0.213581502563334,0.252202469790253,0.469714785188739,-0.146223019797698,0.55083170268869,0.320540443523599,0.0138769348619326,-0.109711671483203
"H",-0.554819615461086,0.378822812978458,-0.917929620173802,-0.218223405952112,0.0644729741471116,0.154701894445793,-0.498352207870526,-0.399127078886061,-0.305294400840521
"A",-1.14960908315093,-0.50978366033423,-1.60050667265283,-0.651368039930732,-0.356919013742506,-0.0433630096756557,-1.18794601957084,-2.25764514075203,0.104585337470927
"H",-0.7530827713577,0.378822812978458,-0.23535256769477,-0.473896712954361,-0.989006995576934,-0.7696009914543,0.0619427641359809,-0.192625072012064,-0.184003306306834
"H",-0.554819615461086,0.576290918159056,-0.722907605179793,0.574640399958915,0.275168968091921,0.484810067981539,0.0619427641359809,-0.192625072012064,-2.34016290883192
"H",0.436496164021987,-0.707251765514828,0.544735492281266,0.665295159905155,1.32864893781597,0.880939876224437,0.23434121706106,0.83988496235792,-1.13708973331419
"A",-0.554819615461086,1.66236549665234,-0.625396597682788,-1.02394897649025,-0.778311001632127,-0.703579356747151,-0.110455688789098,-0.605629085760058,0.0852420100811753
"D",-0.158293303667857,-0.411049607743931,-0.430374582688779,-0.733579041134974,-1.41039898346655,-1.23175243440434,-0.756949887258144,0.0138769348619326,-1.59521286320171
"H",-0.356556459564471,-0.114847449973035,-0.527885590185784,-0.12799274967229,-0.567615007687316,-0.109384644382805,-0.0242564623265586,-0.399127078886061,-0.494905956370684
"D",-0.554819615461086,0.477556865568757,0.447224484784262,-0.0711107990628507,-0.778311001632127,-0.967665895575749,0.449839283217409,0.426880948609926,-1.60139984935714
"A",0.238233008125372,-1.89206039659841,0.252202469790253,-0.31425790634752,-0.567615007687316,-0.637557722039999,-0.412152981407986,0.0138769348619326,0.0540484799687027
"D",0.634759319918601,-0.114847449973035,0.252202469790252,-0.192806950998332,0.0644729741471116,-0.373471183211404,-0.282854141714177,0.220378941735929,-1.09836303476184
"H",-0.158293303667857,0.675024970749354,0.0571804547962436,0.74570332969255,1.53934493176078,1.60717785800308,0.536038509679948,0.220378941735929,0.814423411726709
"A",-0.951345927254315,-1.29965608105662,-1.69801768014984,-1.71115724157063,-1.83179097135617,-1.42981733852579,-2.13613751065878,-2.25764514075203,-0.553905107738597
"A",0.436496164021987,-0.50978366033423,0.154691462293248,1.10841809510527,0.69656095598154,0.748896606810137,1.01013425522392,0.83988496235792,0.510973465700406
"H",-0.554819615461086,-1.59585823882752,-0.527885590185784,-0.229675484187597,-0.567615007687316,-0.901644260868597,-0.0242564623265586,-0.192625072012064,-0.397556100020632
"H",0.634759319918601,0.280088760388159,1.51984556725131,0.530401686387922,1.53934493176078,1.27706968446733,0.837735802298836,0.426880948609926,0.0452341405739836
"H",-0.554819615461086,0.181354707797861,-0.23535256769477,-0.458166302380945,-0.567615007687316,-0.703579356747151,-0.239754528482907,0.83988496235792,-2.80991854574647
"H",0.436496164021987,-0.805985818105126,0.154691462293248,0.493681406408043,0.90725694992635,1.54115622329593,-0.541451821101795,-0.192625072012064,-0.271487041073757
"H",0.238233008125372,-0.312315555153633,0.642246499778271,-0.123308888232676,-0.146223019797698,-0.373471183211404,-0.282854141714177,0.426880948609926,-0.700153299165732
"H",0.238233008125372,-1.00345392328572,-0.820418612676797,-0.551710725023104,0.275168968091921,-0.109384644382805,-0.239754528482907,-1.22513510638205,1.54308293732503
"A",-0.356556459564471,0.773759023339653,0.349713477287257,0.819214606409516,0.275168968091921,0.352766798567241,-0.498352207870526,0.633382955483923,-0.23714277491972
"A",-0.7530827713577,-0.114847449973035,-0.917929620173802,-1.03282722277963,-1.62109497741136,-0.967665895575749,-1.23104563280211,-1.22513510638205,0.423177921438657
"H",-0.356556459564471,2.55097196996503,0.252202469790253,-0.565403537997761,-0.778311001632127,-0.835622626161449,0.0188431509047112,0.426880948609926,-0.763036292717483
"H",2.0226014111949,0.872493075929952,2.39744463472435,1.75922640915908,1.9607369196504,1.60717785800308,2.34622226539328,2.69840302422389,2.12703099959027
"D",-0.356556459564471,0.477556865568757,0.447224484784262,-1.30704824377441,-1.83179097135617,-1.69390387735439,-0.670750660795605,-0.192625072012064,-0.596785488082389
"H",0.833022475815216,-0.0161133973827366,0.447224484784262,1.05113844605521,1.11795294387116,0.41878843327439,0.23434121706106,0.83988496235792,-0.0577097036260114
"D",0.238233008125372,-0.0161133973827366,-0.040330552700761,0.139799031303937,-0.146223019797698,-0.109384644382805,-0.110455688789098,0.220378941735929,-0.541345537259182
"H",-0.356556459564471,1.56363144406204,0.252202469790252,0.0834774541536964,-0.778311001632127,-0.637557722039999,-0.110455688789098,0.0138769348619326,0.462450824190562
"A",1.03128563171183,0.28008876038816,-0.430374582688779,1.01701280369172,1.53934493176078,1.40911295388163,0.665337349373757,-0.605629085760058,-0.376740542293109
"D",0.238233008125372,-1.49712418623722,-0.23535256769477,0.282669848164608,0.275168968091921,0.286745163860091,-0.0673560755578283,-0.399127078886061,-0.59802815555629
"H",0.833022475815216,1.85983360183294,1.90988959723933,0.758920260576821,0.0644729741471116,0.682874972102988,1.09633348168645,1.45939098297991,0.972540723233792
"D",-0.554819615461086,-1.59585823882752,0.349713477287257,0.122944407776133,0.275168968091921,0.352766798567241,-0.800049500489414,-1.01863309950805,0.0235841196928882
"H",0.833022475815216,0.477556865568757,0.739757507275275,0.212371440162479,1.11795294387116,1.14502641505304,0.967034641992646,-0.192625072012064,-1.86266341710135
"A",-1.34787223904754,0.378822812978458,-0.722907605179793,-0.778829016313441,-1.83179097135617,-1.36379570381864,-0.929348340183223,-0.605629085760058,-0.58871476259417
"H",1.03128563171183,-0.805985818105126,0.252202469790253,-0.479661896639686,-0.146223019797698,-0.835622626161449,0.406739669986139,-0.192625072012064,0.158721387228737
"H",-0.554819615461086,-0.805985818105126,-0.527885590185784,0.235538086743354,0.485864962036729,0.352766798567241,0.0619427641359809,1.25288897610591,0.780924439694496
"H",0.0399698522287576,-0.904719870695425,-0.625396597682788,0.302781224084856,0.90725694992635,0.682874972102988,0.14814199059852,0.220378941735929,1.21871681951909
"A",-0.158293303667857,-2.5831987647305,-0.722907605179793,-1.33066902236152,-0.356919013742506,-0.901644260868597,-2.04993828419624,-1.43163711325605,0.498517516822403
"H",-0.554819615461086,1.06996118111055,0.83726851477228,-0.659939247036578,-0.356919013742506,-0.901644260868597,-0.369053368176717,-0.192625072012064,0.127623333097263
"H",0.833022475815216,0.477556865568757,-0.332863575191775,0.220033229655614,0.0644729741471116,0.286745163860091,0.320540443523599,-1.43163711325605,-0.475266468387059
"A",-0.356556459564471,0.0826206552075621,-0.332863575191775,0.0150485646712671,-0.146223019797698,-0.175406279089955,-0.282854141714177,0.426880948609926,-0.454456789620219
"H",-0.356556459564471,0.28008876038816,-0.040330552700761,-0.990804752576754,-1.62109497741136,-1.2977740691115,-1.05864717987703,0.426880948609926,0.216358947114851
"A",0.0399698522287576,-2.8794009225014,-0.137841560197766,-1.06687993478838,-0.146223019797698,-0.307449548504252,-1.48964331218973,-2.05114313387804,0.565562165097699
"A",1.42781194350506,1.46489739147174,0.739757507275275,0.580227969054148,0.90725694992635,1.07900478034588,1.09633348168645,1.45939098297991,0.102917292640551
"H",-0.356556459564471,-0.411049607743931,1.03229052976629,-0.697467349531573,-0.778311001632127,-0.967665895575749,-0.282854141714177,-0.399127078886061,0.222579259888724
"H",0.436496164021987,0.576290918159056,0.83726851477228,2.1541297686608,1.9607369196504,1.93728603153883,1.82902690661804,1.25288897610591,1.13196024248201
"A",2.0226014111949,-0.0161133973827361,1.90988959723933,1.80430487713512,1.11795294387116,1.67319949271023,1.22563232138026,1.04638696923192,0.0229655424303675
"H",1.22954878760844,-0.707251765514828,0.544735492281266,-0.0715074872882819,0.485864962036729,-0.109384644382805,0.794636189067567,0.220378941735929,-1.70965393292082
"D",-0.7530827713577,-1.10218797587602,-1.11295163516781,-0.343893810544963,0.275168968091921,0.154701894445792,-0.584551434333065,-0.399127078886061,-0.602496906078492
"A",-0.158293303667857,-1.10218797587602,-1.50299566515583,-0.278504871376986,-0.146223019797698,-0.835622626161449,-0.325953754945447,0.426880948609926,-0.656834138062254
"D",-0.158293303667857,0.378822812978458,0.349713477287257,0.0533289246115004,-0.146223019797698,0.0226586250314934,-0.800049500489414,-0.192625072012064,-0.195173024551205
"H",-0.554819615461086,0.280088760388159,0.0571804547962436,0.33386013145102,0.485864962036729,-0.241427913797104,0.320540443523599,0.633382955483923,-1.76009311780973
"A",-1.34787223904754,-2.28699660695961,-0.722907605179793,-1.74330526735685,-1.19970298952174,-1.09970916499005,-2.39473519004639,-1.43163711325605,-2.86500687750567
"H",1.03128563171183,-0.114847449973035,0.154691462293248,0.314792293190565,0.485864962036729,0.220723529152942,0.837735802298836,-0.192625072012064,0.642641749363195
"H",0.238233008125372,0.477556865568757,0.934779522269285,0.364137060389254,0.275168968091921,0.682874972102988,0.0619427641359809,0.0138769348619326,0.246294959251241
"H",1.03128563171183,1.36616333888145,0.0571804547962436,0.490309881612428,0.275168968091921,-0.043363009675656,1.22563232138026,1.04638696923192,-0.342949401248852
"A",0.833022475815216,0.872493075929952,1.90988959723933,-0.40639214918875,-0.146223019797698,0.41878843327439,-0.325953754945447,0.426880948609926,-1.38478413827062
"A",0.238233008125372,0.675024970749354,0.544735492281266,0.430160235356576,0.90725694992635,1.01298314563873,-0.110455688789098,-0.399127078886061,-0.498815800303394
"D",-0.7530827713577,0.378822812978458,0.544735492281266,0.0868452506245462,0.0644729741471116,-0.175406279089955,-0.325953754945447,-0.399127078886061,-0.5776568587412
"H",0.634759319918601,-0.0161133973827361,0.83726851477228,0.159824779030176,0.485864962036729,0.220723529152942,0.14814199059852,-0.399127078886061,0.436768443171745
"H",0.634759319918601,0.872493075929952,-1.01544062767081,2.50878664692566,1.9607369196504,1.67319949271023,2.30312265216201,1.8723949967279,1.53739977377061
"H",0.0399698522287576,-1.00345392328572,-0.430374582688779,-0.582217066690388,-0.567615007687316,-0.637557722039999,0.0619427641359809,0.0138769348619326,-0.50552247925471
"H",0.238233008125372,0.773759023339653,-0.23535256769477,-0.0384137283086936,-0.146223019797698,-0.835622626161449,0.0188431509047112,1.66589298985391,0.0851244761142628
"D",-0.356556459564471,-0.114847449973035,-0.527885590185784,-0.53290441352178,-0.567615007687316,-0.175406279089955,-0.325953754945447,0.633382955483923,0.730156889315534
"A",-0.554819615461086,0.280088760388159,-0.332863575191775,-0.0666051554295724,0.69656095598154,0.484810067981539,0.320540443523599,-0.399127078886061,-2.16578111381379
"H",0.238233008125372,1.26742928629115,1.12980153726329,0.0554322969828334,0.0644729741471116,-0.241427913797104,0.837735802298836,1.04638696923192,0.637101941135301
"D",1.42781194350506,-0.114847449973035,1.61735657474832,0.600040096513393,1.11795294387116,0.946961510931586,0.837735802298836,1.04638696923192,0.0227814787846916
"H",0.634759319918601,2.15603575960384,1.61735657474832,0.452381841445039,0.485864962036729,0.352766798567241,1.22563232138026,0.220378941735929,1.49462595467432
"A",1.22954878760844,1.06996118111055,1.42233455975431,-0.202833317041318,0.0644729741471116,-0.307449548504252,0.363640056754869,0.426880948609926,0.842840648398487
"A",-0.158293303667857,0.378822812978458,0.252202469790253,0.0377309703354363,0.0644729741471116,-0.175406279089955,-0.369053368176717,-0.192625072012064,0.476940767871194
"D",-0.158293303667857,-0.0161133973827366,0.349713477287257,-0.14250618575108,0.0644729741471116,0.286745163860091,-0.239754528482907,-0.812131092634055,0.0272165742361746
"A",-2.53745117442723,-0.707251765514828,-0.430374582688779,-2.74914126175965,-2.4638789531906,-2.48616349384019,-3.25672745467179,-1.84464112700404,-1.42122051816355
"A",0.0399698522287576,-0.0161133973827361,0.154691462293248,-0.141911649924474,0.275168968091921,0.946961510931586,-0.325953754945447,-0.192625072012064,-0.152677564883114
"H",2.0226014111949,1.06996118111055,0.934779522269285,2.78830771571002,1.75004092570558,1.93728603153883,2.56172033154963,2.90490503109789,0.917012686483492
"A",0.436496164021987,0.0826206552075621,1.3248235522573,0.714813050241218,0.69656095598154,0.946961510931586,0.880835415530106,-0.812131092634055,0.804365256680508
"A",0.0399698522287576,0.181354707797861,-0.430374582688779,0.606773634309765,0.485864962036729,0.682874972102988,-0.0242564623265586,-0.812131092634055,0.151419461897314
"H",-0.7530827713577,-2.28699660695961,-2.77063876261689,-0.569955928023472,-0.778311001632127,-0.967665895575749,-0.455252594639256,-0.812131092634055,0.310220823092229
"D",-0.554819615461086,-1.29965608105662,-1.50299566515583,1.2054202455885,-0.146223019797698,0.880939876224437,0.320540443523599,0.220378941735929,0.2070911618366
"H",-0.356556459564471,0.28008876038816,-0.527885590185784,-1.11358130621647,-0.567615007687316,0.0226586250314934,-1.01554756664576,-0.605629085760058,-0.723491660361954
"D",0.634759319918601,0.0826206552075621,0.252202469790253,0.494568228273244,0.69656095598154,0.814918241517285,-0.239754528482907,1.45939098297991,-0.180366605239189
"H",0.436496164021987,-0.707251765514828,-0.430374582688779,0.67953992815458,-0.146223019797698,0.41878843327439,0.923935028761376,1.66589298985391,0.319146155450399
"A",0.436496164021987,0.181354707797861,0.83726851477228,0.618469863739872,0.69656095598154,0.484810067981539,0.579138122911218,0.633382955483923,0.661873045670672
"D",-0.356556459564471,0.378822812978458,0.83726851477228,-0.390999436432555,-0.778311001632127,-0.57153608733285,-0.972447953414493,0.220378941735929,-0.108008186669012
"H",-0.7530827713577,0.181354707797861,-0.917929620173802,-0.228168226821735,-0.567615007687316,-0.7696009914543,-0.369053368176717,-0.812131092634055,-1.08603930131378
"D",1.42781194350506,1.46489739147174,0.934779522269285,0.175343682760928,0.485864962036729,0.154701894445792,0.751536575836297,0.83988496235792,0.385544251261262
"A",-0.7530827713577,0.477556865568757,-1.60050667265283,0.552798941673359,-0.146223019797698,0.088680259738643,0.880835415530106,-0.605629085760058,-0.427938602026512
"H",-0.554819615461086,0.773759023339653,-0.332863575191775,0.175933978954767,-0.356919013742506,0.220723529152942,-0.196654915251638,0.0138769348619326,-1.07919104252081
"A",-0.356556459564471,0.181354707797861,-0.527885590185784,0.274560505552147,0.90725694992635,1.34309131917448,-0.713850274026875,-0.605629085760058,0.961354679071457
"H",2.0226014111949,0.773759023339653,0.154691462293248,2.90692264718406,1.75004092570558,1.87126439683168,2.69101917124344,1.66589298985391,1.25787039625348
"A",0.238233008125372,-2.18826255436931,-1.21046264266482,-0.019081633017869,-0.356919013742506,-0.109384644382805,-0.670750660795605,-1.63813912013004,-1.27776705185252
"H",0.634759319918601,-0.0161133973827366,1.42233455975431,-0.732055145661023,-0.567615007687316,-1.36379570381864,0.0619427641359809,-0.605629085760058,-0.898428160694126
"D",-0.158293303667857,-1.79332634400811,-1.01544062767081,0.217784338817429,1.11795294387116,1.01298314563873,0.579138122911218,-0.192625072012064,0.922154734996289
"H",1.22954878760844,0.576290918159056,1.81237858974233,0.457109851530328,1.32864893781597,0.814918241517285,0.837735802298836,0.633382955483923,-1.26219040385984
"A",-1.54613539494416,0.378822812978458,-0.332863575191775,-0.971149661122922,-0.567615007687316,-0.505514452625702,-1.92063944450243,-0.812131092634055,0.094377805946592
"A",0.436496164021987,-1.10218797587602,0.447224484784262,0.0810602298007733,0.275168968091921,0.352766798567241,-1.18794601957084,-0.605629085760058,0.0832325074578899
"D",-0.158293303667857,0.181354707797861,0.349713477287257,-0.939785030965336,-0.778311001632127,-0.835622626161449,-0.282854141714177,0.633382955483923,0.375535350842203
"H",-0.356556459564471,0.181354707797861,0.252202469790253,0.149679362944467,0.485864962036729,0.55083170268869,-0.627651047564335,1.04638696923192,-0.181329881018569
"H",1.42781194350506,-0.411049607743931,1.3248235522573,1.22258362816794,0.275168968091921,0.946961510931586,2.04452497277439,1.66589298985391,0.410724043853718
"A",-3.33050379801369,-1.29965608105662,-2.86814977011389,-3.01605286889608,-2.04248696530098,-1.62788224264724,-2.65333286943401,-2.05114313387804,-0.454229493663922
"A",-0.158293303667857,0.0826206552075621,1.3248235522573,-0.354873738771465,-0.146223019797698,-0.373471183211404,-0.541451821101795,0.633382955483923,-0.370980141949257
"D",-0.554819615461086,1.26742928629115,0.252202469790252,-0.19190233684035,0.275168968091921,0.286745163860091,1.09633348168645,0.220378941735929,-0.331087006699212
"A",-1.14960908315093,2.55097196996503,-0.820418612676797,-0.455784840724944,-1.83179097135617,-1.2977740691115,-0.498352207870526,-0.605629085760058,0.281735154772244
"D",0.634759319918601,-0.608517712924529,-0.820418612676797,0.572466850265092,0.69656095598154,0.616853337395839,0.923935028761376,-0.192625072012064,-0.268480355895902
"H",1.03128563171183,-0.0161133973827366,0.934779522269285,0.652082275097808,0.485864962036729,0.616853337395839,-0.282854141714177,0.0138769348619326,-0.6193944969346
"H",0.833022475815216,0.971227128520251,0.83726851477228,0.417913819515285,0.485864962036729,0.682874972102988,-0.0242564623265586,-0.605629085760058,-0.00231616402283412
"H",1.22954878760844,2.45223791737473,1.61735657474832,2.57163060672934,0.90725694992635,0.748896606810137,2.94961685063105,2.0788970036019,0.299478507809037
"D",0.238233008125372,-3.1756030802723,-1.01544062767081,-0.14797528306609,-0.146223019797698,-0.241427913797104,0.0619427641359809,-1.01863309950805,0.617498616073737
"A",-1.94266170673739,0.378822812978458,-1.01544062767081,-1.56561570387174,-2.04248696530098,-2.22207695501159,-2.56713364297147,-2.05114313387804,-0.0801984513190348
"D",0.833022475815216,0.675024970749354,0.642246499778271,0.417727859897927,-0.146223019797698,-0.307449548504252,0.406739669986139,0.426880948609926,-1.05843409361919
"H",0.238233008125372,-0.0161133973827361,0.642246499778271,-0.0247497201392104,0.485864962036729,-0.043363009675656,-0.886248726951953,-0.192625072012064,-0.899031366267819
"H",-0.554819615461086,-0.904719870695425,-0.137841560197766,0.204210513443644,0.275168968091921,-0.043363009675656,0.579138122911218,0.633382955483923,-0.893837648810762
