"FTR","Home_Overall","Away_Overall","HGKPP","AGKPP","HCKPP","ACKPP","HSTKPP","ASTKPP","HForm","AForm","HSt","ASt","HStWeighted","AStWeighted","HTGD","ATGD","Home_Score","Away_Score"
"A",-1.16136814466149,1.13620574211894,-0.101195925514857,1.23551220505423,-0.10774673504064,0.871558112008047,0.521046062752853,1.38518490365946,-0.412133307593819,-0.00690286460146161,0.0886577414585668,-0.594242642687625,0.755091389985772,-0.575119786477406,0.201420554877165,0.422197738460847,1.05812546135801,1.64711812047288
"D",-1.74455994171958,-0.589676397808565,-0.951105714273495,0.400932223255914,-0.817353788785652,-0.217209048526683,-1.15776200110554,-0.117777607709057,-0.841392427771429,-0.247571692293007,-1.39689422668096,-0.00224957366229594,-1.30095229778181,0.0676157817807608,-0.529777006390374,0.0533801927784345,1.5565083574589,-3.4499941377818e-05
"H",-0.869772246132439,-0.589676397808565,-0.101195925514857,0.400932223255914,-1.38503943178166,-0.0811131534598417,-0.877960657129145,0.838653081343636,0.0166687221703046,-0.736877467680502,0.979988922342279,0.293746960850364,0.848547921247934,-0.391481052689356,-0.0423119655453482,-0.253967761956909,0.361649418809939,-0.158161991141853
"H",0.296611347983747,-0.877323421129816,0.748713863243781,-1.54642106760683,0.601860318704372,1.55203758734225,0.800847406729252,-1.07420829676175,1.17298767170385,-0.678892096967205,0.979988922342279,-1.77822878073827,1.50274364008308,-1.49331345541764,0.567019335510934,-0.438376534798116,1.06166886768593,0.0501026172342219
"H",0.00501544945470034,-0.877323421129816,-0.101195925514857,0.67912555052202,-0.249668145789642,0.735462216941205,-0.738059985140946,0.0188553478698993,0.458907243482338,0.990704498475634,0.385768135086468,0.885740029875692,0.848547921247934,0.710351350038924,-0.346977616073489,0.483667329407916,0.508574145133488,1.58795925608887
"D",-0.869772246132439,-1.74026449109357,0.465410600324235,-0.990034413074619,0.885703140202378,-0.625496733727206,0.381145390764653,-0.937575341182793,0.350043207873456,-0.673200004054303,0.0886577414585668,-1.48223224622561,-0.0860173913736938,-1.12603598784155,0.445153075299677,-0.561315716692253,0.0406482107371808,1.11063973410726
"D",1.17139904357089,-0.0143823511660618,1.31532038908287,-0.1554544312763,0.601860318704372,0.0549827416069996,0.660946734741052,-0.527676474445925,0.370794949409236,1.09327535264288,0.385768135086468,0.885740029875692,0.474721796199287,1.35308691829709,0.567019335510934,-0.315437352903978,2.19062577183238,1.4785619697102
"A",-0.286580449074346,1.9991468120827,-0.384499188434403,1.51370553232034,-1.38503943178166,2.64080474787698,0.101344046788253,2.2049826371332,0.290996408215051,1.53154385677199,0.979988922342279,1.47773309890102,1.03546098377226,0.80217071693295,0.01862116456028,1.40571119361395,-0.0441623447951875,0.167911016289335
"H",-0.286580449074346,-1.16497044445107,-0.101195925514857,-0.990034413074619,0.885703140202378,-0.217209048526683,-0.318357969176346,-0.800942385603837,-0.132292021407177,-0.767232862139402,-0.802673439425146,-0.594242642687625,-0.92712617273316,-0.575119786477406,0.201420554877165,-0.499846125745184,0.28833185771723,0.0672920292434331
"H",-0.578176347603393,0.27326467215519,-0.384499188434403,0.957318877788127,-0.817353788785652,0.735462216941205,0.381145390764653,1.11191899250155,-0.878453288126635,1.21510954453571,-0.505563045797245,1.77372963341368,-1.02058270399532,1.81218375276721,-0.407910746179117,0.606606511302054,-0.0172245138489109,1.07446858982979
"H",-0.869772246132439,-0.0143823511660618,-1.80101550303213,-0.990034413074619,1.02762455095138,0.0549827416069996,-1.43756334508194,-0.664309430024881,-0.837219456021378,-0.879829815063867,-1.69400462030886,-1.18623571171295,-1.48786536030614,-0.575119786477406,-0.468843876284745,-0.622785307639322,-0.00678049822824,1.5297071985987
"H",0.296611347983747,-2.02791151441482,1.03201712616333,-0.711841085808513,-0.10774673504064,-1.85035978932878,1.22054942269385,-1.34747420791966,1.46032743219447,-0.8297668683741,1.27709931597018,-0.890239177200284,1.03546098377226,-1.49331345541764,0.201420554877165,-0.315437352903978,0.13890898243783,1.60635552780573
"H",-0.578176347603393,-0.877323421129816,0.182107337404689,0.122738895989807,-0.10774673504064,-1.44207210412825,0.241244718776453,-0.937575341182793,-0.389649912181376,0.106499582109528,0.0886577414585668,0.885740029875692,0.00743913988846811,1.16944818450904,0.0795542946659081,0.114849783725503,-1.73262094814044,1.31023621775651
"H",-0.869772246132439,-0.877323421129816,0.465410600324235,-1.82461439487294,-1.24311802103266,0.735462216941205,-0.738059985140946,-1.21084125234071,-0.278721541227685,-0.745201543939103,0.979988922342279,-0.890239177200284,0.38126526493712,-0.299661685795334,0.0795542946659081,-0.438376534798116,0.644260703281065,0.388055061383364
"A",-1.16136814466149,1.13620574211894,-1.23440897719304,0.400932223255914,0.743781729453375,1.14374990214173,-0.877960657129145,0.565387170185724,-0.900039236844561,0.534495627040921,-0.505563045797245,0.293746960850364,-0.92712617273316,0.0676157817807608,-0.590710136496002,0.545136920354985,0.758453781303297,-0.173583174573028
"H",2.04618673915803,-0.877323421129816,1.59862365200242,-0.1554544312763,2.1629958369434,0.327174531740682,1.64025143865845,0.155488303448856,2.23566507591297,-0.061541168250637,1.57420970959809,-0.00224957366229594,1.22237404629659,-0.391481052689356,1.60288254730661,0.422197738460847,0.738140007700585,-0.176233302316335
"D",-2.03615584024863,-0.589676397808565,-0.667802451353949,-0.433647758542406,-1.38503943178166,-1.57816799919509,-1.57746401707014,-0.527676474445925,-0.944507637791756,-0.0927217536491518,-1.69400462030886,-0.594242642687625,-1.76823495409262,-0.207842318901311,-0.346977616073489,-0.376906943851047,-0.319414841511715,-0.134225165379933
"D",-1.16136814466149,-0.302029374487313,-0.101195925514857,-0.990034413074619,-0.67543237803665,-1.85035978932878,-0.178457297188146,-0.117777607709057,-0.519512801078377,-0.300707953501453,0.0886577414585668,0.589743495363028,0.00743913988846811,-0.0242035851132617,0.0795542946659081,-0.192498171009841,1.45575117688979,0.300747402694014
"H",0.296611347983747,-0.589676397808565,0.748713863243781,0.122738895989807,0.601860318704372,0.191078636673841,1.36045009468205,0.292121259027812,0.509619319554523,0.00198372711238839,0.979988922342279,-0.00224957366229594,0.755091389985772,0.618531983144901,0.567019335510934,0.114849783725503,0.824855006102972,0.0437857292882472
"A",-1.74455994171958,-0.302029374487313,-0.667802451353949,-0.711841085808513,-0.10774673504064,-1.03378441892773,-0.178457297188146,-1.07420829676175,-0.299143637863901,-0.40955863553053,-1.09978383305305,-0.594242642687625,-0.740213110208832,-0.575119786477406,-0.529777006390374,-0.438376534798116,1.06344916892941,1.02476396254408
"A",0.00501544945470034,-0.302029374487313,-0.101195925514857,0.122738895989807,-0.10774673504064,0.735462216941205,-0.458258641164546,-0.117777607709057,0.963858314624736,-0.0438673610215216,1.27709931597018,-0.00224957366229594,1.03546098377226,-0.0242035851132617,-0.286044485967861,0.29925855656671,1.90158128357424,-0.0138188092421818
"H",1.17139904357089,-1.74026449109357,-0.101195925514857,-0.1554544312763,0.601860318704372,0.0549827416069996,0.101344046788253,0.0188553478698993,0.784401707437502,-0.673244969406291,0.385768135086468,-1.18623571171295,0.848547921247934,-1.12603598784155,0.68888559572219,-0.684254898586391,-0.499738709287156,0.291100437445353
"H",-0.869772246132439,-1.16497044445107,-0.667802451353949,-0.990034413074619,0.176096086457365,0.871558112008047,-0.038556625199947,-0.117777607709057,-0.398216579406401,-1.05257163059792,-0.802673439425146,-0.890239177200284,-0.92712617273316,-1.49331345541764,0.323286815088421,-0.74572448953346,-0.00133257289631882,0.872838741072454
"H",-0.286580449074346,-0.877323421129816,-1.23440897719304,0.400932223255914,-1.66888225327967,-1.16988031399457,-0.038556625199947,-0.937575341182793,-0.32121522933228,-0.174561789486521,0.0886577414585668,0.885740029875692,-0.272930453898018,0.710351350038924,-0.164178225756605,0.114849783725503,1.15109974538799,-0.203142723061402
"A",-0.286580449074346,-1.16497044445107,0.182107337404689,-0.433647758542406,0.885703140202378,-0.353304943593524,-0.038556625199947,-0.527676474445925,0.785639750857402,-0.487542395193117,0.0886577414585668,0.293746960850364,0.848547921247934,-0.299661685795334,0.445153075299677,0.0533801927784345,0.539588162563537,0.049658527080842
"H",0.296611347983747,0.27326467215519,0.748713863243781,0.67912555052202,0.45993890795537,0.191078636673841,1.36045009468205,0.975286036922592,0.666731859099013,0.814778024786017,0.385768135086468,1.47773309890102,0.38126526493712,1.07762881761502,0.140487424771536,0.606606511302054,-0.438270255559682,0.912509657764454
"A",-0.286580449074346,-0.0143823511660618,-0.101195925514857,-0.1554544312763,-0.959275199534655,0.735462216941205,-0.598159313152746,-0.117777607709057,-0.019278966035962,0.124048794316968,0.0886577414585668,0.293746960850364,0.474721796199287,-0.116022952007289,-0.286044485967861,-0.438376534798116,1.07217031149539,0.00924381975411729
"A",-0.578176347603393,-0.0143823511660618,-0.101195925514857,-0.1554544312763,-2.23656789627568,-0.489400838660365,-0.598159313152746,-0.391043518866969,-0.313562978474844,-0.115589418443626,-0.505563045797245,-0.29824610817496,-0.0860173913736938,0.251254515568806,-0.346977616073489,-0.561315716692253,-0.00861928164559774,0.801272875284106
"H",-0.578176347603393,-2.02791151441482,0.465410600324235,-0.990034413074619,1.02762455095138,-1.16988031399457,0.521046062752853,-1.48410716349862,-0.353043549766659,-0.687192942195782,0.0886577414585668,-1.77822878073827,0.100895671150634,-1.49331345541764,0.0795542946659081,-0.376906943851047,0.222647766075542,-0.489995668161169
"H",-2.03615584024863,-0.302029374487313,-0.667802451353949,-1.26822774034073,-1.24311802103266,-0.761592628794048,-1.57746401707014,-0.117777607709057,-0.843122249334183,-0.0262878954944285,-1.69400462030886,-0.00224957366229594,-1.48786536030614,0.343073882462833,-0.407910746179117,-0.131028580062772,0.279054966081627,1.25666366912231
"D",-1.74455994171958,-0.877323421129816,0.182107337404689,-1.26822774034073,-0.533510967287647,0.0549827416069996,0.101344046788253,-1.48410716349862,-0.833203741249544,0.179993604580852,-1.09978383305305,-0.594242642687625,-1.30095229778181,-0.575119786477406,-0.773509526812886,-0.499846125745184,0.00332545740393381,-0.621820381974794
"A",-0.869772246132439,1.13620574211894,0.182107337404689,0.400932223255914,-0.391589556538645,0.463270426807523,-0.877960657129145,0.428754214606768,-0.478586391018273,0.850850400101368,0.0886577414585668,0.885740029875692,-0.0860173913736938,1.35308691829709,0.0795542946659081,0.79101528414326,0.326879742009304,-0.149681140494883
"D",0.296611347983747,-0.877323421129816,-0.101195925514857,0.400932223255914,-0.959275199534655,-0.0811131534598417,0.800847406729252,0.0188553478698993,0.224940572678536,-0.388581220825241,0.682878528714373,-0.00224957366229594,0.100895671150634,-0.0242035851132617,0.506086205405305,0.422197738460847,1.24884986434946,-0.201127975261006
"D",0.00501544945470034,-0.589676397808565,0.748713863243781,0.67912555052202,-0.533510967287647,1.82422937747593,-0.318357969176346,0.565387170185724,0.287968197160048,-0.225444573759306,0.682878528714373,0.885740029875692,1.22237404629659,0.710351350038924,-0.407910746179117,0.114849783725503,1.20967888485906,1.18931690016744
"H",-1.16136814466149,-0.0143823511660618,-0.667802451353949,-0.1554544312763,0.176096086457365,0.463270426807523,-0.318357969176346,0.428754214606768,0.255931139540924,0.51237504957214,0.385768135086468,0.885740029875692,0.474721796199287,0.526712616250878,0.140487424771536,-0.376906943851047,1.4888095038012,1.32300553499387
"A",-0.578176347603393,0.27326467215519,0.182107337404689,0.67912555052202,-0.959275199534655,-0.217209048526683,0.241244718776453,1.38518490365946,-0.628601065166432,1.23103036522466,-0.505563045797245,0.885740029875692,-0.553300047684508,0.893990083826973,-0.468843876284745,0.237788965619641,-0.321546936796313,1.12525458581087
"A",-0.869772246132439,-0.877323421129816,-0.101195925514857,-0.1554544312763,-0.67543237803665,-0.353304943593524,-0.598159313152746,-0.937575341182793,-0.138032955588632,-0.786521586084047,-0.505563045797245,-0.29824610817496,-0.0860173913736938,-0.850577887159474,0.445153075299677,-0.00808939816863425,-0.237045992983313,-0.105824964913487
"H",-0.286580449074346,0.27326467215519,-1.23440897719304,-0.433647758542406,0.0341746757083625,-0.489400838660365,-0.598159313152746,0.70202012576468,-0.373147712688657,-0.0465903638243171,0.0886577414585668,-0.00224957366229594,-0.179473922635856,-0.391481052689356,-0.225111355862233,0.483667329407916,0.28102007386537,0.627041757973766
"A",-1.16136814466149,1.9991468120827,-0.384499188434403,1.23551220505423,1.45338878319839,2.09642116760962,0.521046062752853,2.75151445944902,0.885454603091429,1.74461300095783,0.385768135086468,0.885740029875692,1.12891751503442,1.16944818450904,0.323286815088421,2.02040710308464,1.0529617199444,0.911056337764683
"H",-0.286580449074346,-0.0143823511660618,-0.101195925514857,0.957318877788127,-0.391589556538645,-0.897688523860888,-0.318357969176346,0.0188553478698993,-0.653030726436244,0.0470321044160737,-0.505563045797245,0.885740029875692,-0.36638698516018,0.710351350038924,-0.346977616073489,-0.438376534798116,1.11084911089963,1.30025546478158
"H",-0.869772246132439,-0.589676397808565,-1.23440897719304,-0.433647758542406,-0.249668145789642,-1.03378441892773,-1.71736468905834,-0.664309430024881,-0.0829027555395179,-0.881221173784311,-0.505563045797245,-0.890239177200284,-0.459843516422346,-1.12603598784155,-0.468843876284745,-0.561315716692253,-0.203947137780535,2.49634871449276
"H",0.00501544945470034,-1.16497044445107,-0.384499188434403,-0.990034413074619,0.45993890795537,1.41594169227541,-0.038556625199947,-0.800942385603837,0.0098995484562066,-0.920481612737983,0.0886577414585668,-1.77822878073827,-0.272930453898018,-1.49331345541764,-0.529777006390374,-0.868663671427597,-0.0324318646071435,1.27829160099298
"A",-0.578176347603393,0.27326467215519,-0.101195925514857,0.67912555052202,1.59531019394739,-0.761592628794048,-0.038556625199947,0.838653081343636,-0.00122614597284056,1.42990408933853,0.385768135086468,1.47773309890102,0.38126526493712,1.35308691829709,0.140487424771536,0.29925855656671,0.394492630292826,0.288262135010062
"D",-1.16136814466149,-1.16497044445107,-0.667802451353949,-0.433647758542406,0.45993890795537,1.00765400707489,0.101344046788253,0.70202012576468,-1.00901557302711,0.0745549751386987,-1.69400462030886,0.293746960850364,-1.48786536030614,0.251254515568806,-0.895375787024143,0.176319374672572,-0.258018002031166,1.58510533773744
"H",-0.869772246132439,-0.302029374487313,-0.101195925514857,0.400932223255914,-0.391589556538645,-0.217209048526683,-0.877960657129145,-0.117777607709057,-0.366203757326491,-0.166153153805046,-0.208452652169339,0.589743495363028,0.100895671150634,0.251254515568806,0.140487424771536,0.176319374672572,0.382864251883157,0.945270373125689
"D",0.296611347983747,-0.302029374487313,-0.384499188434403,0.400932223255914,0.0341746757083625,-0.625496733727206,0.800847406729252,0.155488303448856,-0.387584950221834,-0.265795911014854,-0.802673439425146,0.293746960850364,-0.92712617273316,0.434893249356855,0.384219945194049,-0.253967761956909,-0.643095709075618,1.21498579960579
"A",-0.578176347603393,-0.589676397808565,0.182107337404689,-0.1554544312763,-0.817353788785652,1.82422937747593,-0.178457297188146,-0.527676474445925,-0.981097180365652,-0.485178943125977,-0.802673439425146,-0.00224957366229594,-1.39440882904397,-0.483300419583379,-0.65164326660163,-0.069558989115703,0.232775720429808,0.165772207671337
"D",0.00501544945470034,-0.302029374487313,-0.101195925514857,-0.990034413074619,-0.249668145789642,-0.0811131534598417,-0.038556625199947,-0.391043518866969,-0.32100931072491,-0.0329877100432909,0.0886577414585668,-0.00224957366229594,-0.0860173913736938,0.434893249356855,-0.529777006390374,-0.131028580062772,-0.796342893153724,0.48529582616646
"H",-0.286580449074346,-0.589676397808565,-0.667802451353949,-0.433647758542406,0.45993890795537,-0.489400838660365,-0.318357969176346,-0.391043518866969,-0.0653312040255386,-1.10374098369532,0.385768135086468,-1.77822878073827,0.38126526493712,-1.86059092299373,-0.103245095650976,-0.868663671427597,1.80173558648797,0.826786175553369
"A",-1.16136814466149,1.9991468120827,-0.384499188434403,0.957318877788127,-0.533510967287647,1.27984579720857,-0.038556625199947,2.34161559271215,-0.618375998148786,1.80886465716538,-1.39689422668096,1.18173656438835,-1.11403923525748,0.893990083826973,-0.895375787024143,2.14334628497877,1.02506727610581,1.6423892075748
"A",1.17139904357089,-0.0143823511660618,0.748713863243781,0.122738895989807,-0.249668145789642,0.463270426807523,0.521046062752853,0.292121259027812,1.35346765390815,-0.27388564892034,1.27709931597018,0.293746960850364,0.66163485872361,-0.391481052689356,0.871684986039075,-0.561315716692253,1.08243136723204,0.471718804380191
"H",-0.869772246132439,-0.589676397808565,-0.384499188434403,0.400932223255914,-0.391589556538645,1.82422937747593,-1.01786132911734,-0.254410563288012,-0.760881155976176,-0.39590452837126,-0.802673439425146,-0.00224957366229594,-1.02058270399532,0.251254515568806,0.0795542946659081,0.114849783725503,-0.306820239593985,0.157450920274924
"H",-1.16136814466149,-1.74026449109357,-0.384499188434403,-1.26822774034073,0.601860318704372,0.191078636673841,0.800847406729252,-1.34747420791966,-0.215898860395358,-0.944701558260614,0.385768135086468,-1.77822878073827,0.100895671150634,-1.67695218920569,0.201420554877165,-0.991602853321735,0.563002754444471,0.499439714249202
"H",-0.869772246132439,-2.02791151441482,-0.384499188434403,0.400932223255914,-0.817353788785652,-1.03378441892773,-1.43756334508194,-1.07420829676175,-0.379306915732142,0.28294792479489,-0.505563045797245,0.293746960850364,-0.272930453898018,0.710351350038924,-0.407910746179117,-0.069558989115703,-1.30446266782462,1.95942557187647
"H",0.00501544945470034,0.27326467215519,-0.101195925514857,-0.711841085808513,-0.817353788785652,0.327174531740682,0.381145390764653,0.155488303448856,0.315460018232921,-0.392739481234067,0.682878528714373,-0.594242642687625,1.22237404629659,-0.9423972540535,-0.407910746179117,0.360728147513778,1.14603319373909,1.43551590319282
"H",-0.286580449074346,-0.877323421129816,0.465410600324235,0.122738895989807,-0.959275199534655,-0.489400838660365,-0.178457297188146,-1.07420829676175,-0.252852823236422,-0.065900889586282,0.385768135086468,0.589743495363028,0.287808733674958,0.80217071693295,-0.225111355862233,0.176319374672572,-0.0479028052685728,0.759731964560566
"H",-2.03615584024863,-0.302029374487313,0.182107337404689,-0.1554544312763,-1.24311802103266,0.191078636673841,-1.29766267309374,-0.117777607709057,-0.153247801074969,0.626675690983299,0.0886577414585668,-0.29824610817496,0.100895671150634,0.251254515568806,-0.164178225756605,0.176319374672572,2.34085073421523,0.515435838196923
"A",0.00501544945470034,-0.877323421129816,0.182107337404689,0.67912555052202,0.45993890795537,-0.625496733727206,0.101344046788253,-0.391043518866969,0.670079892430372,-0.513580842186491,0.385768135086468,-0.00224957366229594,0.38126526493712,-0.116022952007289,-0.468843876284745,0.237788965619641,0.570564953563069,0.832180284523416
"A",-0.578176347603393,1.13620574211894,-0.667802451353949,0.400932223255914,-0.10774673504064,0.0549827416069996,-0.038556625199947,1.2485519480805,-1.13933268647858,0.369997025740455,-1.99111501393676,0.293746960850364,-1.86169148535479,-0.483300419583379,-0.956308917129771,0.79101528414326,-0.123468142134051,-0.608509405724089
"H",0.296611347983747,-0.302029374487313,-0.667802451353949,-0.1554544312763,2.73068147993941,-0.897688523860888,0.241244718776453,-0.117777607709057,-0.843115773090545,-0.00417566954630141,-1.39689422668096,-0.29824610817496,-1.48786536030614,-0.299661685795334,0.140487424771536,0.114849783725503,0.0762583498022003,0.953817240715626
"H",2.04618673915803,-1.74026449109357,1.03201712616333,-1.82461439487294,1.59531019394739,0.327174531740682,2.47965547058765,-0.937575341182793,1.55150157253031,-0.996861860322754,1.27709931597018,-1.48223224622561,0.848547921247934,-1.40149408852362,2.27314697846852,-1.0530724442688,1.73425465415114,-0.751604294383042
